"date","lat","lon","id","Size","BellColor","VesicleSize","VesicleColor","VesicleShape","nearest_logger_id","nearest_logger_dist"
2021-10-30,25.41019667,-77.905555,99867653,"large","blue","n/a","n/a","n/a",6,229359.173576423
2021-10-24,25.8154,-77.93888833,100100845,"large","blue","large","blue","round",6,223018.651372695
2018-10-27,26.78338084,-80.04040106,100335875,"large","brown","medium","brown","round",11,18998.9839157768
2021-11-10,27.336014,-82.5831582,100795467,"large","blue","small","blue","slender",10,47461.4580505469
2021-11-13,25.09884167,-80.43875833,101022224,"medium","brown","n/a","n/a","n/a",8,13428.3594590111
2021-11-15,27.38528833,-82.62840333,101193883,"large","n/a","large","blue","slender",10,41779.7673441328
2021-11-15,24.82575231,-80.8132145,101305558,"medium","n/a","small","white","round",2,32280.1229593529
2012-03-12,25.1406188,-80.40129787,101493583,"medium","brown","medium","blue","slender",8,7574.82388747499
2019-10-22,21.8364107,-72.14816496,101667965,"medium","blue","large","blue","round",8,919045.573797987
2021-11-16,24.82503911,-80.81642488,101698830,"large","brown","large","blue","round",2,31950.8183357626
2021-11-16,24.82503911,-80.81642488,101698831,"large","brown","small","blue","round",2,31950.8183357626
2021-11-22,24.58180523,-81.64734455,101714400,"large","white","n/a","n/a","n/a",7,16637.3033734464
2021-11-22,24.72066646,-81.07835088,101722902,"medium","n/a","small","blue","round",2,3043.09410014392
2021-11-21,24.85746167,-80.72779167,101723650,"small","white","n/a","n/a","n/a",1,31229.5478874866
2021-11-23,24.68112406,-81.23039519,101786467,"large","brown","large","blue","round",2,12964.3381134538
2021-10-08,25.15835725,-80.89798767,101843899,"medium","blue","n/a","n/a","n/a",1,7700.90589784286
2021-11-16,24.82568463,-80.81322803,101877666,"large","brown","small","white","round",2,32275.8935990659
2021-11-28,27.30840333,-82.56514667,102081226,"large","blue","medium","blue","slender",10,50706.0359279268
2021-11-28,27.647362,-82.744325,102114517,"small","brown","small","blue","round",10,17112.5460930163
2021-11-26,27.44148333,-82.68971333,102149377,"small","brown","n/a","n/a","n/a",10,36060.3012124768
2021-11-29,24.69281578,-81.49996185,102202265,"large","n/a","medium","white","round",7,34961.4864176283
2011-07-21,26.51550851,-78.64083808,102309574,"large","brown","medium","blue","slender",8,226748.843627349
2021-11-06,26.82067661,-82.26830352,102335097,"large","brown","large","blue","slender",3,43928.6341158795
2021-12-02,27.30645333,-82.56719167,102379153,"small","n/a","medium","blue","round",10,50897.777552194
2021-12-02,26.94324875,-80.07436371,102389196,"large","blue","medium","blue","round",11,37001.3091557959
2021-12-04,25.08767922,-80.44112374,102474310,"large","brown","n/a","n/a","n/a",8,14630.2620634072
2019-06-07,26.7827971,-80.04423059,102555121,"large","brown","large","blue","slender",11,18950.2649339341
2021-12-05,27.307937,-82.56525737,102569693,"large","brown","large","blue","round",10,50756.2618603138
2021-12-05,27.65265871,-82.72574695,102614902,"large","n/a","large","blue","slender",10,15468.950850044
2021-12-06,27.30683456,-82.57521831,102627430,"small","blue","n/a","n/a","n/a",10,50769.8988448896
2017-05-02,24.82348333,-80.81290555,102698775,"medium","blue","n/a","n/a","n/a",2,32210.0249769044
2021-12-09,24.62345333,-81.60060833,102785529,"large","blue","n/a","n/a","n/a",7,22506.918272188
2021-11-10,24.91143404,-80.6453431,102801376,"small","brown","medium","white","round",1,30089.8015715367
2021-12-10,24.71844561,-81.068843,102835319,"medium","brown","small","blue","round",2,3897.13665827941
2021-12-11,24.76547543,-80.94904996,102867843,"n/a","white","n/a","n/a","n/a",2,17034.708605932
2021-12-12,24.726625,-81.019675,102952350,"medium","brown","small","blue","round",2,8950.32778372695
2021-12-10,26.649512,-82.23986942,102954378,"large","n/a","large","blue","slender",3,36700.7938583333
2021-12-06,24.57081737,-81.74733873,102971209,"medium","blue","n/a","n/a","n/a",7,6543.05220668384
2021-12-14,25.81583023,-77.93679047,103050849,"large","brown","n/a","n/a","n/a",6,223230.360988598
2021-12-16,24.74185,-81.036911,103157031,"small","brown","n/a","n/a","n/a",2,7829.70153958238
2021-12-17,24.74169025,-81.03688875,103217619,"large","brown","small","blue","round",2,7823.94584378873
2021-12-17,24.74169025,-81.03688875,103218043,"large","n/a","small","blue","round",2,7823.94584378873
2021-01-11,25.69778611,-79.29858333,103236571,"large","n/a","large","brown","slender",6,86648.4224489509
2021-12-18,25.98540022,-81.70430417,103269097,"large","n/a","small","white","round",9,54969.1462138099
2021-12-18,25.98542916,-81.70430417,103269098,"large","brown","n/a","n/a","n/a",9,54970.9403384321
2021-12-10,26.57322833,-82.12893617,103307447,"large","brown","large","blue","round",3,26987.4068099561
2021-12-19,27.658875,-82.73566333,103327470,"large","blue","small","blue","slender",10,15592.5546855887
2021-12-20,24.56273667,-81.75427167,103372101,"small","white","n/a","n/a","n/a",7,5609.79776607082
2021-12-25,27.64971167,-82.74923667,103632963,"medium","brown","large","blue","round",10,17255.4132767364
2021-12-25,21.74526227,-72.2797254,103636758,"medium","blue","n/a","n/a","n/a",8,911299.734948375
2021-12-25,21.74523134,-72.2797677,103636837,"medium","blue","medium","brown","slender",8,911297.361878228
2021-12-26,24.71963797,-81.02213616,103691664,"large","n/a","n/a","n/a","n/a",2,8585.07990978875
2021-12-27,27.27786263,-82.54713219,103816246,"large","brown","medium","blue","round",10,54312.0280090691
2021-12-28,26.91982167,-82.35238667,103837288,"small","brown","n/a","n/a","n/a",3,56604.8964803453
2021-12-28,26.91985833,-82.35234167,103837378,"large","n/a","large","white","slender",3,56603.2924471995
2021-12-29,24.56086667,-81.80265833,103897141,"n/a","blue","n/a","n/a","n/a",7,1248.74208599916
2021-12-29,24.680655,-81.23142167,103899493,"medium","n/a","n/a","n/a","n/a",2,13078.1196256053
2021-12-30,25.788695,-80.14495,103967065,"large","blue","n/a","n/a","n/a",6,6563.13066345065
2021-12-30,24.73123353,-81.01277034,103970558,"medium","brown","n/a","n/a","n/a",2,9741.6751378347
2021-12-30,24.66159807,-81.40607478,103988532,"large","blue","n/a","n/a","n/a",2,30795.7300500527
2021-12-30,25.990055,-81.71201333,104005690,"large","blue","small","blue","round",9,55898.4290307674
2021-12-31,21.80887,-72.13186667,104101671,"small","brown","n/a","n/a","n/a",8,921893.872584724
2022-01-01,27.30434784,-82.56576821,104123443,"medium","white","n/a","n/a","n/a",10,51146.9841732064
2022-01-02,24.65819167,-81.473145,104196691,"large","blue","n/a","n/a","n/a",7,35947.55361779
2021-12-26,24.71125519,-81.08388528,104246292,"small","brown","n/a","n/a","n/a",2,2287.10427078191
2021-12-31,24.94270262,-80.52591186,104280378,"medium","brown","small","blue","round",8,32895.2578287868
2022-01-03,25.72787833,-80.2331,104290111,"large","n/a","n/a","n/a","n/a",6,7172.7851349731
2022-01-03,25.679895,-80.258355,104304622,"large","brown","n/a","n/a","n/a",6,11280.3028995492
2021-12-13,26.90813,-82.34967,104346786,"small","brown","n/a","n/a","n/a",3,55691.2908459294
2022-01-04,24.56121333,-81.80155833,104347031,"medium","blue","n/a","n/a","n/a",7,1335.09193100446
2022-01-05,27.30729997,-82.56445361,104408320,"large","brown","medium","blue","slender",10,50836.2263895954
2022-01-05,24.67120142,-81.38627638,104438328,"large","blue","large","blue","round",2,28641.827847554
2022-01-05,24.67116489,-81.38627086,104438418,"medium","blue","small","blue","round",2,28641.9096657363
2022-01-05,24.67118581,-81.38640497,104438497,"large","blue","small","blue","round",2,28654.9476852724
2022-01-05,24.67130768,-81.38628427,104438592,"medium","brown","medium","blue","round",2,28640.7770753708
2022-01-05,24.67131012,-81.38641302,104438725,"medium","brown","small","blue","round",2,28653.6010958508
2022-01-05,26.78259618,-80.04341885,104460666,"large","brown","medium","blue","round",11,18923.8467823664
2021-12-29,25.50064167,-76.637855,104548665,"medium","white","n/a","n/a","n/a",6,354639.524804944
2022-01-03,25.67984388,-80.25841507,104552942,"large","brown","small","brown","slender",6,11288.3923794277
2022-01-09,24.56107167,-81.68242833,104662768,"large","blue","n/a","n/a","n/a",7,12775.6929196362
2022-01-09,24.56155,-81.681695,104665055,"large","brown","n/a","n/a","n/a",7,12854.4706408554
2021-12-19,27.31493341,-82.58336076,104671921,"small","brown","n/a","n/a","n/a",10,49797.1736871173
2021-01-08,25.71033611,-79.29895278,104687107,"small","brown","n/a","n/a","n/a",6,86557.1997077378
2022-01-10,24.70386167,-81.10864167,104729496,"medium","brown","n/a","n/a","n/a",2,823.622423502959
2022-01-12,26.88953877,-82.31215127,104844328,"large","n/a","small","blue","round",3,51433.5718624008
2009-12-17,24.81918594,-80.81411487,104871054,"large","n/a","small","white","round",1,33666.3911179062
2009-12-17,24.81918594,-80.81411487,104871055,"large","n/a","medium","blue","round",1,33666.3911179062
2020-12-15,23.50468611,-75.76912778,104957810,"large","n/a","large","blue","slender",8,503625.23348154
2015-11-19,20.92777684,-78.72599122,105021438,"large","blue","small","blue","round",2,486817.185724556
2022-01-13,24.74393333,-80.986725,105066418,"small","brown","large","blue","slender",2,12653.4688279351
2022-01-13,24.74390333,-80.98648833,105066794,"small","brown","n/a","n/a","n/a",2,12675.41052405
2015-11-19,21.75861643,-80.87369083,105087003,"medium","brown","large","blue","slender",7,325201.187254641
2022-01-13,24.74428,-80.98587,105229971,"small","brown","n/a","n/a","n/a",2,12747.3821770807
2022-01-20,27.30646611,-82.56671639,105280403,"large","brown","n/a","n/a","n/a",10,50901.8186172817
2022-01-21,27.30721797,-82.564535,105339147,"large","blue","small","blue","round",10,50844.3141564719
2022-01-06,24.67119983,-81.38631767,105412525,"small","brown","large","blue","round",2,28645.9812920126
2015-01-18,24.70958891,-81.43872828,105575791,"small","blue","medium","blue","slender",2,33597.3784591267
2022-01-26,24.84294299,-80.79306778,105645809,"large","brown","small","blue","round",1,31233.231591803
2022-01-27,27.417099,-82.65684509,105678585,"large","n/a","medium","blue","round",10,38352.3212081218
2020-08-21,26.78372189,-80.04039274,105681095,"large","blue","medium","blue","round",11,19036.9026450382
2022-01-30,20.50353,-87.218855,105899359,"small","brown","n/a","n/a","n/a",7,715750.168216663
2003-01-21,25.149149,-80.395245,105981709,"large","brown","n/a","n/a","n/a",1,44286.9425615596
2019-02-05,24.5780546,-81.64039023,105996654,"small","brown","n/a","n/a","n/a",7,17248.6109250197
2022-02-03,24.66492864,-81.50631268,106068219,"large","brown","small","white","round",7,33080.6123381889
2013-05-28,24.66635827,-81.25492947,106090910,"small","white","n/a","n/a","n/a",1,66125.3807052057
2022-02-06,24.63149667,-81.54961333,106272622,"large","n/a","large","blue","round",7,27663.8856075739
2022-02-06,27.30299667,-82.564675,106321180,"large","blue","large","blue","slender",10,51309.159430904
2022-02-08,27.303214,-82.56572797,106401817,"medium","brown","small","blue","round",10,51272.7945819525
2022-02-12,24.73485668,-80.97708731,106615239,"medium","blue","medium","blue","round",2,13352.4651231906
2022-02-12,26.057225,-80.11242783,106624273,"large","brown","small","blue","round",6,36571.6708197493
2022-02-12,26.05745671,-80.11242767,106628883,"large","brown","medium","blue","round",6,36597.2304831769
2022-02-12,26.05745671,-80.11242767,106628885,"large","n/a","medium","blue","round",6,36597.2304831769
2022-02-12,27.65867119,-82.74010878,106634209,"small","blue","n/a","n/a","n/a",10,15913.0905516657
2022-02-13,27.31139755,-82.55241394,106689138,"medium","brown","medium","white","round",10,50542.6262302444
2022-02-20,26.9553981,-80.0800401,107122885,"medium","brown","medium","blue","round",11,38408.9438134925
2022-02-20,26.9548735,-80.0798486,107123041,"medium","n/a","n/a","n/a","n/a",11,38348.7038434626
2022-02-20,24.66225497,-81.474688,107127522,"large","n/a","large","blue","round",7,35953.3679719176
2022-02-20,26.9548741,-80.0799116,107181809,"large","n/a","large","blue","slender",11,38349.5112630236
2022-02-21,27.47143315,-80.30252561,107186963,"large","brown","large","brown","slender",5,2422.5376631815
2022-02-23,21.752325,-72.29278667,107315709,"medium","n/a","small","blue","round",8,909740.251652922
2022-02-23,26.89896004,-82.33510192,107344352,"large","blue","medium","blue","slender",3,53925.5562488994
2022-02-20,24.60230563,-81.4880804,107350127,"small","white","medium","blue","round",7,32900.5132181028
2022-02-27,25.07675493,-77.43041826,107577668,"large","brown","medium","brown","round",6,284150.295695736
2022-02-28,25.1397445,-80.40203,107654807,"medium","brown","n/a","n/a","n/a",8,7693.13341016615
2021-12-04,24.81781897,-80.71568677,107670093,"large","brown","large","blue","round",1,35796.6661815024
2022-03-01,24.66478833,-81.50685,107725443,"small","blue","n/a","n/a","n/a",7,33024.4188920799
2015-12-20,20.503025,-87.21831333,107842753,"large","n/a","small","blue","round",7,715743.05835598
2022-02-22,24.5577026,-81.76932743,107867372,"medium","brown","small","brown","round",7,4000.3175540956
2022-02-22,24.56048436,-81.7637086,107867375,"medium","brown","n/a","n/a","n/a",7,4622.1767647751
2022-03-06,25.1507195,-80.39413333,108051234,"small","blue","n/a","n/a","n/a",8,6263.29930816716
2022-03-07,26.9083134,-82.35083134,108118441,"medium","blue","n/a","n/a","n/a",3,55800.4759200678
2022-03-07,27.471805,-80.30683,108144034,"large","brown","medium","blue","round",5,1997.76584425766
2022-03-04,26.92205055,-82.33384173,108231047,"large","brown","medium","blue","slender",3,55192.5874645703
2022-03-05,24.64679,-81.565336,108249094,"small","blue","large","blue","slender",7,26794.6336827054
2022-03-09,25.08559722,-80.4526,108295932,"large","brown","medium","brown","round",8,15409.3798496381
2022-03-10,24.57480824,-81.70886764,108320980,"large","brown","medium","blue","round",7,10396.2502618614
2022-03-09,27.30465887,-82.56735105,108454593,"small","brown","medium","blue","slender",10,51094.3904964634
2022-03-15,24.56318975,-81.75403378,108671175,"large","blue","n/a","n/a","n/a",7,5645.30210341021
2022-03-12,24.9297685,-80.638726,108687548,"large","brown","n/a","n/a","n/a",1,28983.2688475891
2022-03-11,25.09469167,-80.443495,108743525,"small","white","n/a","n/a","n/a",8,14068.0699495241
2022-03-11,25.09469167,-80.443495,108743528,"large","white","small","blue","round",8,14068.0699495241
2022-03-16,24.70366864,-81.10914566,108756990,"large","blue","n/a","n/a","n/a",2,858.860496567087
2022-03-16,24.59074457,-81.69034986,108824296,"medium","blue","n/a","n/a","n/a",7,12723.255950065
2022-03-17,24.680605,-81.230775,108863810,"large","brown","medium","brown","slender",2,13016.3951738688
2022-03-18,26.921175,-82.33258833,108996758,"large","brown","medium","blue","round",3,55035.0637762786
2022-03-11,25.50056333,-76.6193,109306341,"medium","blue","small","blue","round",6,356497.736313139
2022-03-24,26.7831061,-80.0447607,109420915,"small","brown","large","blue","round",11,18987.4581756086
2022-03-25,25.72745833,-80.234375,109467438,"large","n/a","n/a","n/a","n/a",6,7303.31049489059
2022-03-25,24.72524858,-81.02381432,109473251,"medium","blue","n/a","n/a","n/a",2,8510.29046856219
2022-03-23,24.57071333,-81.74751333,109508008,"medium","blue","n/a","n/a","n/a",7,6522.49108236854
2022-03-23,24.84377146,-80.79234559,109693641,"medium","blue","small","blue","round",1,31151.4554207421
2021-08-01,24.82679109,-80.81568104,109913927,"large","n/a","small","white","round",2,32097.4614747194
2022-03-27,24.74195486,-80.98794201,110034988,"medium","white","small","blue","round",2,12473.2021874544
2022-03-31,25.0944055,-80.44355833,110061974,"large","n/a","small","white","round",8,14098.7354528032
2022-04-01,25.014832,-80.529633,110347765,"small","blue","small","blue","round",8,26308.684554487
2022-04-02,25.02363551,-80.49422811,110347767,"small","white","n/a","n/a","n/a",8,23483.8947468922
2022-04-02,25.02329637,-80.49385981,110347793,"large","n/a","small","blue","slender",8,23496.702281806
2022-04-02,25.02310811,-80.49413098,110347804,"large","n/a","small","white","round",8,23528.8457424448
2022-04-02,25.02333353,-80.49428235,110347813,"large","n/a","large","blue","round",8,23515.4127559299
2022-04-05,24.719875,-81.02352217,110532281,"large","blue","n/a","n/a","n/a",2,8448.85684877045
2022-03-25,24.82868084,-76.34081738,110567000,"small","brown","small","blue","slender",6,397504.997626588
2022-04-06,20.503904,-87.21876061,110629738,"small","brown","small","blue","round",7,715715.862821245
2022-04-07,27.2992471,-82.5670074,110691571,"n/a","brown","small","blue","round",10,51696.7573784257
2022-04-07,25.14779717,-80.39557833,110772288,"large","brown","n/a","n/a","n/a",8,6619.06159032034
2022-04-09,25.13109554,-80.41550072,110842936,"medium","brown","small","white","round",8,9150.38103460813
2022-04-11,27.30172627,-82.56607151,111142475,"small","blue","n/a","n/a","n/a",10,51433.2937965992
2022-03-11,24.74408,-80.986105,111274239,"large","brown","small","blue","round",2,12718.1934872095
2022-03-11,24.74408,-80.98611333,111274294,"medium","n/a","small","blue","round",2,12717.3873023386
2022-04-16,24.69385436,-81.08189827,111716317,"small","blue","n/a","n/a","n/a",2,3135.8031017346
2022-04-18,24.52151597,-81.97312495,112008799,"medium","brown","large","blue","round",7,17026.6044487952
2022-04-19,24.72314337,-81.07698329,112047730,"small","brown","small","white","round",2,3276.59873852778
2022-04-20,25.07765833,-80.46187,112150875,"medium","brown","medium","blue","round",8,16655.4658182278
2022-04-20,27.30487754,-82.56774768,112168510,"large","n/a","medium","blue","slender",10,51065.7177092699
2022-04-21,26.91785608,-82.33325512,112264674,"medium","n/a","small","blue","round",3,54887.7913578528
2022-04-21,24.57074667,-81.74732167,112325764,"n/a","brown","n/a","n/a","n/a",7,6542.00241085941
2022-04-22,24.91224722,-80.64398611,112457976,"small","blue","small","white","round",1,30106.3825997298
2022-04-27,21.928708,-72.05991,113092380,"small","blue","large","brown","slender",8,922902.913815155
2022-04-28,27.30311512,-82.56794971,113224876,"small","blue","n/a","n/a","n/a",10,51258.3650012885
2020-10-05,26.78333486,-80.04028945,113243336,"large","brown","medium","blue","slender",11,18993.5109945426
2022-04-28,24.561681,-81.7844611,113266971,"n/a","blue","n/a","n/a","n/a",7,2682.50580551986
2022-04-29,25.11936825,-80.39875671,113447778,"large","n/a","medium","blue","slender",8,9726.77690651098
2022-04-29,25.1225193,-80.39959241,113633789,"large","brown","small","brown","round",8,9414.16561903789
2022-04-28,24.88506527,-80.69756009,113663424,"medium","brown","large","blue","slender",1,29643.8206506946
2022-05-01,24.86074667,-80.72923333,114265412,"n/a","blue","n/a","n/a","n/a",1,30836.1225743711
2022-05-01,25.12954689,-80.39269757,114512854,"medium","n/a","medium","brown","round",8,8474.26033536421
2022-04-28,24.88420158,-80.7020762,114535538,"large","brown","medium","brown","slender",1,29521.5223484513
2022-04-14,25.01635555,-80.51374167,114864075,"large","blue","large","blue","slender",8,25235.1144084504
2022-05-02,24.56075833,-81.80253667,114936197,"medium","brown","medium","blue","slender",7,1243.46223449555
2022-05-01,24.91170846,-80.645615,115251166,"medium","n/a","n/a","n/a","n/a",1,30048.7818827801
2022-04-30,24.6879973,-81.44776015,115557817,"large","n/a","medium","brown","slender",2,34608.2221969642
2022-04-21,24.65515531,-81.30276678,115559301,"n/a","brown","small","blue","round",2,20802.6622741827
2022-05-01,26.8215611,-77.3608448,115801807,"medium","blue","large","blue","slender",11,266832.899538617
2022-05-07,25.1345449,-80.39729798,115915688,"medium","blue","n/a","n/a","n/a",8,8068.08898824609
2022-05-08,26.8169936,-80.0473304,116141582,"large","n/a","n/a","n/a","n/a",11,22768.1943991787
2022-05-08,26.8170439,-80.0472854,116141689,"large","n/a","small","brown","round",11,22773.5284439103
2022-05-09,24.57083346,-81.74748271,116301894,"n/a","blue","n/a","n/a","n/a",7,6529.95904357759
2022-05-13,26.840825,-82.29889667,116883005,"n/a","blue","n/a","n/a","n/a",3,47646.554661681
2020-07-15,25.0865151,-80.4472802,116913206,"small","brown","medium","blue","round",8,15046.2855583352
2022-05-12,27.30622833,-82.567,117141744,"large","brown","large","blue","slender",10,50924.8500157188
2022-05-15,25.09620423,-80.43472851,117166209,"small","brown","n/a","n/a","n/a",8,13489.5809823052
2022-05-15,25.09618629,-80.43465569,117166409,"small","blue","n/a","n/a","n/a",8,13487.9279717844
2022-05-06,21.22514308,-86.73274613,117413993,"n/a","brown","n/a","n/a","n/a",7,626094.665235676
2022-05-17,24.56610325,-81.74894133,117466142,"large","blue","n/a","n/a","n/a",7,6227.31545090599
2022-05-09,24.570875,-81.747175,117474165,"n/a","blue","n/a","n/a","n/a",7,6560.82198644084
2022-05-19,21.84041897,-72.1453014,117784222,"medium","blue","large","blue","round",8,919119.169823615
2022-05-22,27.30757441,-82.5657948,118446642,"medium","brown","small","blue","round",10,50790.008097043
2022-05-24,24.70464602,-81.10896964,118588658,"small","blue","n/a","n/a","n/a",2,750.119645814975
2022-05-24,24.70456216,-81.10898187,118589761,"small","blue","n/a","n/a","n/a",2,759.336578978383
2022-02-20,24.65194152,-81.40092201,118597656,"small","white","medium","blue","round",2,30497.7345589148
2022-05-22,25.37560333,-80.24203667,118657667,"large","brown","medium","blue","round",8,23224.4212107097
2022-05-26,25.11333126,-80.41699612,118871953,"large","blue","large","blue","round",8,10991.3955830212
2022-05-28,24.67396167,-81.24600333,119098743,"large","blue","large","blue","round",2,14699.5610355273
2022-05-29,27.29023678,-82.55959935,119334764,"medium","brown","n/a","brown","slender",10,52780.4125851091
2022-06-02,27.30777833,-82.565055,119903825,"large","brown","small","blue","round",10,50776.1959243134
2022-06-01,24.7412625,-80.9807835,119948494,"small","white","n/a","n/a","n/a",2,13150.4495808055
2022-06-03,21.181362,-86.8115209,120083228,"n/a","brown","n/a","n/a","n/a",7,635554.325789651
2022-06-04,24.70463833,-81.12117783,120233244,"small","brown","n/a","n/a","n/a",2,1644.62572974767
2022-05-13,24.70290565,-81.08375549,120325883,"n/a","white","n/a","n/a","n/a",2,2470.32496356149
2022-06-05,27.659125,-82.74395833,120367523,"medium","blue","large","blue","slender",10,16145.9460470166
2022-06-09,24.91532833,-80.63973833,121042471,"medium","brown","n/a","n/a","n/a",1,30118.5929781035
2022-06-08,26.36323306,-80.07075445,121106825,"small","brown","small","white","round",11,28019.3773541472
2022-06-11,21.29321797,-71.635551,121404142,"large","blue","large","blue","slender",8,993612.97274676
2022-06-14,25.15143204,-80.39524224,121822065,"large","brown","medium","blue","round",8,6229.67056184732
2022-06-17,24.97425833,-80.55600833,122234333,"medium","brown","small","blue","round",8,31522.6294562254
2022-06-18,25.92971237,-81.73102964,122406685,"medium","brown","n/a","n/a","n/a",9,54147.8660822868
2022-06-19,24.8384464,-80.7586809,122742064,"small","blue","small","blue","round",1,32360.2786987463
2022-06-21,24.56168091,-81.75544642,122832374,"large","brown","n/a","n/a","n/a",7,5467.09863723481
2022-06-22,26.69657945,-82.24271885,123025918,"medium","n/a","large","blue","slender",3,37369.6417472087
2022-06-22,27.30526828,-82.56416218,123080650,"small","brown","medium","blue","slender",10,51064.2193843949
2022-02-25,25.112572,-80.414146,123536543,"medium","brown","large","blue","slender",8,10954.8505612599
2022-06-26,24.91654975,-80.63921795,123618408,"small","brown","n/a","n/a","n/a",1,30049.4772828086
2022-06-26,24.7196842,-81.06622763,123620568,"medium","brown","large","blue","round",2,4185.59947052054
2022-06-26,24.71983329,-81.06620711,123620580,"large","n/a","n/a","n/a","n/a",2,4191.47852297232
2020-02-07,24.6698652,-81.353969,123762664,"medium","n/a","large","blue","slender",1,72691.6023542559
2022-06-26,24.916445,-80.63928333,123842721,"medium","n/a","n/a","n/a","n/a",1,30054.0179262633
2022-06-29,26.90342167,-82.339905,123977625,"large","blue","medium","blue","slender",3,54590.66713841
2022-06-22,21.84002881,-71.84859586,124290383,"medium","n/a","large","brown","slender",8,946858.367825499
2022-07-02,26.84687554,-82.30184522,124645309,"medium","white","small","blue","slender",3,48212.947735628
2022-06-16,24.62109451,-81.52652927,124715402,"medium","brown","n/a","n/a","n/a",7,29557.223619846
2022-06-16,24.62109451,-81.52652927,124715403,"medium","brown","small","blue","round",7,29557.223619846
2022-06-16,24.62109451,-81.52652927,124715404,"large","n/a","medium","brown","round",7,29557.223619846
2022-06-16,24.62109451,-81.52652927,124715406,"medium","blue","small","blue","round",7,29557.223619846
2022-06-16,24.62109451,-81.52652927,124715411,"medium","n/a","small","blue","round",7,29557.223619846
2022-06-16,24.62109451,-81.52652927,124715412,"small","blue","large","blue","round",7,29557.223619846
2022-06-16,24.62109451,-81.52652927,124715413,"medium","n/a","small","blue","round",7,29557.223619846
2022-07-05,24.82567967,-80.81617145,124947660,"small","n/a","small","blue","round",2,32002.6360979754
2022-07-05,24.71096309,-81.08584363,124954565,"n/a","n/a","n/a","n/a","n/a",2,2088.89495276377
2022-07-01,29.02619839,-80.82037945,125332241,"n/a","blue","n/a","n/a","n/a",4,71480.0165945944
2022-07-04,24.62776569,-82.87207222,125518161,"small","blue","n/a","n/a","n/a",7,108039.89012077
2022-07-08,24.73508803,-80.99136457,125545388,"medium","blue","n/a","n/a","n/a",2,11946.8440275734
2022-07-08,24.73567591,-80.99159274,125545389,"small","n/a","medium","blue","round",2,11939.2220081753
2022-07-09,24.75630406,-80.97514458,125545487,"medium","blue","small","blue","round",2,14206.2991383065
2016-01-01,24.82570404,-80.81599863,125552283,"small","blue","medium","blue","round",2,32019.7343858016
2022-07-10,25.73237075,-80.23029168,125642355,"large","brown","n/a","n/a","n/a",6,6878.8082106894
2022-07-10,25.73233593,-80.23028788,125642452,"medium","brown","n/a","n/a","n/a",6,6878.38718997627
2022-07-01,24.73509243,-81.02646478,125655946,"large","n/a","medium","blue","slender",2,8525.66152431145
2022-07-01,24.73509243,-81.02646478,125656022,"medium","brown","large","blue","slender",2,8525.66152431145
2022-07-10,25.11636667,-80.40773,125671946,"large","white","large","blue","slender",8,10325.2616227011
2022-07-10,27.64568833,-82.740425,125692971,"medium","brown","large","blue","round",10,16994.818798565
2019-06-24,25.12533455,-80.4146527,126319926,"small","brown","small","blue","round",8,9681.36518281896
2022-07-16,26.96270039,-82.27091661,126489458,"medium","blue","large","blue","round",3,52972.6414442168
2022-07-17,25.147518,-80.397544,126690888,"medium","brown","large","blue","round",8,6720.54501894812
2022-05-22,25.42788548,-80.21096825,126882241,"medium","brown","small","blue","slender",8,29800.0673686207
2022-05-22,25.42899881,-80.21147962,126890944,"medium","brown","small","blue","round",8,29876.1272241508
2022-07-08,24.5704761,-81.7469441,127049319,"small","blue","n/a","n/a","n/a",7,6567.87417051758
2022-07-16,24.69134819,-81.08712371,127293648,"small","blue","small","blue","round",2,2936.96099296275
2022-07-15,24.91552853,-80.63964294,127371842,"medium","n/a","large","blue","slender",1,30107.888755966
2022-07-22,26.85113833,-82.30001167,127414694,"medium","brown","small","brown","slender",3,48270.8651494256
2022-07-22,25.09413622,-80.44445995,127416496,"small","brown","n/a","n/a","n/a",8,14170.9481611796
2022-07-31,21.03496307,-86.79572884,128888778,"medium","brown","medium","blue","slender",7,644230.698263804
2022-08-01,24.86032168,-80.72337066,129053033,"medium","brown","medium","blue","slender",1,31087.2834810201
2022-08-01,24.86032157,-80.72341132,129053121,"large","brown","medium","blue","slender",1,31085.8274448599
2022-08-02,24.70874531,-81.08959938,129204181,"medium","white","n/a","n/a","n/a",2,1727.43447061504
2016-08-01,21.2366946,-86.7357679,129381954,"small","brown","n/a","n/a","n/a",1,742642.152597086
2022-07-24,24.734,-81.0187,129537028,"medium","brown","medium","brown","round",2,9239.83795507474
2022-08-04,24.52353731,-81.96357297,129561720,"small","brown","large","blue","round",7,16034.0303355664
2022-02-25,23.06921836,-82.52788329,129926161,"large","n/a","small","blue","round",7,180485.118730183
2022-08-08,26.922155,-82.33091167,130022020,"medium","white","n/a","n/a","n/a",3,54956.6102738809
2022-06-12,21.64594725,-81.93197949,130034621,"small","brown","n/a","n/a","n/a",7,323615.341346901
2022-08-08,26.92217,-82.330925,130043140,"medium","n/a","small","blue","round",3,54958.6366748568
2022-08-02,21.05755829,-79.30388092,130193883,"small","brown","small","blue","round",2,446725.837767579
2022-08-03,21.05635442,-79.30691124,130194704,"small","brown","small","white","round",2,446719.753718341
2022-07-25,25.12486877,-80.40429178,130293913,"small","brown","n/a","n/a","n/a",8,9317.36668733459
