id,observed_on,url,captive_cultivated,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
35487,2011-10-10,http://www.inaturalist.org/observations/35487,false,24.7433195,-81.2518833,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
95373,2012-06-23,http://www.inaturalist.org/observations/95373,false,24.8240255,-80.8136783,933,,,,933,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
95545,2010-11-11,http://www.inaturalist.org/observations/95545,false,29.2049184639,-80.9802246094,,,,,,,,false,,,Atlantic Sea Nettle,Chrysaora quinquecirrha,Atlantic Sea Nettle,Animalia,48478
222983,2013-02-14,http://www.inaturalist.org/observations/222983,false,24.6715318,-81.4984176,4590,,,,4590,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
317431,2013-06-29,http://www.inaturalist.org/observations/317431,false,24.824026,-80.813678,933,,,,933,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
317437,2013-06-29,http://www.inaturalist.org/observations/317437,false,24.824026,-80.813678,933,,,,933,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
325583,2013-06-01,http://www.inaturalist.org/observations/325583,false,16.829887,-88.103142,711,,,,711,,,false,,,Cassiopea andromeda,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
327284,2011-06-07,http://www.inaturalist.org/observations/327284,false,16.830257,-88.103657,508,,,,508,,,false,,,Cassiopea frondosa,Cassiopea frondosa,Caribbean Upsidedown Jelly,Animalia,128142
350171,2004-10-06,http://www.inaturalist.org/observations/350171,false,25.742847,-79.250753,8314,,,,8314,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
352857,2013-07-12,http://www.inaturalist.org/observations/352857,false,27.51486,-80.353053,10342,,,,10342,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
352904,2013-07-12,http://www.inaturalist.org/observations/352904,false,27.4795,-80.3118333333,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
452447,2013-11-09,http://www.inaturalist.org/observations/452447,false,26.318412,-80.07436,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
455988,2013-11-07,http://www.inaturalist.org/observations/455988,false,25.0906666667,-80.4475,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
485617,2003-08-31,http://www.inaturalist.org/observations/485617,false,25.068185,-80.555878,6223,,,,6223,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
485627,2003-09-01,http://www.inaturalist.org/observations/485627,false,24.99726,-80.440522,7697,,,,7697,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
485630,2003-09-01,http://www.inaturalist.org/observations/485630,false,24.99726,-80.440522,7697,,,,7697,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
485646,2003-09-03,http://www.inaturalist.org/observations/485646,false,25.314236,-79.161987,30671,,,,30671,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
666261,2009-03-18,http://www.inaturalist.org/observations/666261,false,17.266667,-87.816667,66362,,,,66362,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
759992,2012-12-22,http://www.inaturalist.org/observations/759992,false,26.39087,-81.880567,161,,,,161,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
862682,2011-12-06,http://www.inaturalist.org/observations/862682,false,27.742643,-83.537238,487010,,,,487010,,,false,,manual,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
862683,2011-12-06,http://www.inaturalist.org/observations/862683,false,27.742643,-83.537238,487010,,,,487010,,,false,,manual,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1044740,2014-10-29,http://www.inaturalist.org/observations/1044740,false,29.6694666667,-81.2152633333,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1084085,2014-10-31,http://www.inaturalist.org/observations/1084085,false,25.7536883333,-80.1462945,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1109575,2014-12-03,http://conabio.inaturalist.org/observations/1109575,false,20.833882,-86.874836,496,,,,496,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1126664,2014-12-09,http://www.inaturalist.org/observations/1126664,false,29.6959833333,-81.2228383333,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1187294,2015-01-21,http://www.inaturalist.org/observations/1187294,false,29.6700894786,-81.2158782967,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1187295,2015-01-21,http://www.inaturalist.org/observations/1187295,false,29.6700782888,-81.215822138,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1187313,2015-01-21,http://www.inaturalist.org/observations/1187313,false,29.670342,-81.2151,115,,,,115,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1187314,2015-01-21,http://www.inaturalist.org/observations/1187314,false,29.670021,-81.215731,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1187729,2015-01-21,http://www.inaturalist.org/observations/1187729,false,29.669,-81.214455,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1190864,2015-01-22,http://www.inaturalist.org/observations/1190864,false,29.668861,-81.213398,1328,,,,1328,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1216403,2015-02-03,http://www.inaturalist.org/observations/1216403,false,29.6970633333,-81.2266166667,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1249574,2015-02-21,http://www.inaturalist.org/observations/1249574,false,29.6696333333,-81.2156,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
1434730,2015-04-16,http://www.inaturalist.org/observations/1434730,false,24.921533,-80.633131,3,,,,3,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
1462966,2015-01-22,http://conabio.inaturalist.org/observations/1462966,false,18.382791,-87.783068,63,,,,63,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1465383,2015-05-06,http://www.inaturalist.org/observations/1465383,false,19.356121,-81.283402,23,,,,23,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
1471404,2011-08-02,http://www.inaturalist.org/observations/1471404,false,24.606113,-81.613644,60,,,,60,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
1640616,2015-06-04,http://www.inaturalist.org/observations/1640616,false,24.733055,-81.019393,20,,,,20,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
1842420,2015-08-07,http://www.inaturalist.org/observations/1842420,false,25.128775,-80.40879,202,,,,202,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
1853871,2015-08-07,http://www.inaturalist.org/observations/1853871,false,25.128775,-80.40879,202,,,,202,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
1853882,2015-08-07,http://www.inaturalist.org/observations/1853882,false,25.128775,-80.40879,202,,,,202,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
1870649,2015-08-08,http://www.inaturalist.org/observations/1870649,false,25.125396,-80.405823,28968,,,,28968,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1870809,2015-08-08,http://www.inaturalist.org/observations/1870809,false,24.848607,-80.740905,1968,,,,1968,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
1899998,2015-08-08,http://www.inaturalist.org/observations/1899998,false,25.125396,-80.405823,202,,,,202,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
1900180,2015-08-08,http://www.inaturalist.org/observations/1900180,false,24.848607,-80.740905,1968,,,,1968,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
1920039,2015-08-10,http://www.inaturalist.org/observations/1920039,false,25.0465617153,-80.4947677857,75,,,,75,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
2015871,2012-11-09,http://conabio.inaturalist.org/observations/2015871,false,18.191989,-87.861764,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
2051875,2015-09-30,http://www.inaturalist.org/observations/2051875,false,25.7252333333,-80.155925,,,,,,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
2051876,2015-09-30,http://www.inaturalist.org/observations/2051876,false,25.725976,-80.154057,201,,,,201,,,false,,,Southern Moon Jelly,Aurelia,Moon Jellies,Animalia,48329
2101016,2015-10-12,http://www.inaturalist.org/observations/2101016,false,29.669217,-81.214571,19,,,,19,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
2168940,2015-10-06,http://www.inaturalist.org/observations/2168940,false,22.882673,-83.523938,15,,,,15,,,false,,,Caribbean Upsidedown Jelly,Cassiopea frondosa,Caribbean Upsidedown Jelly,Animalia,128142
2308698,2015-10-08,http://www.inaturalist.org/observations/2308698,false,21.818234,-84.496998,61,,,,61,,,false,,,Southern Moon Jelly,Aurelia,Moon Jellies,Animalia,48329
2429277,2015-11-19,http://www.inaturalist.org/observations/2429277,false,29.16502,-80.975407,35,,,,35,,,false,,manual,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
2467646,2015-12-09,http://conabio.inaturalist.org/observations/2467646,false,21.11653,-86.704788,3967,,,,3967,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
2487608,2015-12-15,http://conabio.inaturalist.org/observations/2487608,false,21.12806,-86.727791,1982,,,,1982,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
2491459,2015-12-20,http://www.inaturalist.org/observations/2491459,false,25.0328305,-80.497825,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
2492266,2015-12-20,http://www.inaturalist.org/observations/2492266,false,24.9619616667,-80.5701666667,,,,,,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
2587039,2016-01-08,http://www.inaturalist.org/observations/2587039,false,25.0324,-80.5048,200,,,,200,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
2591964,2016-01-16,http://www.inaturalist.org/observations/2591964,false,26.8320363795,-80.0450134277,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
2682030,2011-09-10,http://www.inaturalist.org/observations/2682030,false,22.050323,-80.990868,5441,,,,5441,,,false,,,Cassiopée fine,Cassiopea,Upsidedown Jellies,Animalia,128144
2693070,2016-02-08,http://www.inaturalist.org/observations/2693070,false,24.561836,-81.680503,,,,,,,,false,,"",Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
2744548,2015-04-14,http://conabio.inaturalist.org/observations/2744548,false,21.470043,-86.788838,1978,,,,1978,,,false,,,True Jellyfishes,Cassiopea,Upsidedown Jellies,Animalia,128144
2744563,2015-04-14,http://conabio.inaturalist.org/observations/2744563,false,21.470043,-86.788838,1978,,,,1978,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
2801619,2016-02-23,http://conabio.inaturalist.org/observations/2801619,false,21.471859,-86.789217,7,,,,7,,,false,,,Cassiopea,Cassiopea frondosa,Caribbean Upsidedown Jelly,Animalia,128142
2854855,2016-03-23,http://www.inaturalist.org/observations/2854855,false,23.7214583333,-76.1772944444,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
2900356,2015-11-02,http://www.inaturalist.org/observations/2900356,false,26.694858,-78.99848,291,,,,291,,,false,,manual,Moon Jelly,Aurelia,Moon Jellies,Animalia,48329
3167929,2016-05-13,http://www.inaturalist.org/observations/3167929,false,25.7440476073,-80.2102068254,5,,,,5,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
3188149,2016-04-23,http://www.inaturalist.org/observations/3188149,false,24.55451,-81.748505,120,,,,120,,,false,,,Cassiopea,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
3395769,2016-05-08,http://www.inaturalist.org/observations/3395769,false,19.364454,-81.274688,19,,,,19,,,false,,manual,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
3483583,2015-03-30,http://conabio.inaturalist.org/observations/3483583,false,21.506072,-86.797153,,,,,,,,false,,,Upsidedown Jellyfishes,Cassiopeidae,Upsidedown Jellies,Animalia,128143
3647968,2016-07-09,http://www.inaturalist.org/observations/3647968,false,25.7535033333,-80.1464528333,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
3790993,2016-07-23,http://conabio.inaturalist.org/observations/3790993,false,21.148233582,-86.6457366943,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
3838526,2016-07-22,http://www.inaturalist.org/observations/3838526,false,29.607355,-81.1859583333,,,,,,,,false,,,Atlantic Sea Nettle,Chrysaora quinquecirrha,Atlantic Sea Nettle,Animalia,48478
3914423,2016-08-18,http://conabio.inaturalist.org/observations/3914423,false,21.1517557403,-86.6924285889,977,,,,977,,,false,,,Aurelia,Aurelia,Moon Jellies,Animalia,48329
3930856,2014-11-08,http://www.inaturalist.org/observations/3930856,false,17.282769,-87.811613,10000,,,,10000,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
3930865,2014-11-09,http://www.inaturalist.org/observations/3930865,false,17.2871968421,-87.811389863,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
3940793,2010-07-09,http://conabio.inaturalist.org/observations/3940793,false,18.2072925324,-87.8604125977,244,,,,244,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
3983413,2016-08-20,http://www.inaturalist.org/observations/3983413,false,24.8780638356,-80.6781970701,15,,,,15,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
4035622,2007-11-17,http://www.inaturalist.org/observations/4035622,false,29.07101,-80.910533,463,,,,463,,,false,,"",Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
4103233,2016-09-13,http://www.inaturalist.org/observations/4103233,false,29.6664827681,-85.3515094891,88056,,,,88056,,,false,gps,gps,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
4164757,2016-09-21,http://www.inaturalist.org/observations/4164757,false,25.7317416667,-80.162025,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
4203527,2014-12-31,http://www.inaturalist.org/observations/4203527,false,24.5763480481,-81.6570155446,24,,,,24,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
4456633,2016-10-29,http://www.inaturalist.org/observations/4456633,false,29.4363783333,-81.1064083333,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
4717130,2016-12-04,http://www.inaturalist.org/observations/4717130,false,25.7208466667,-80.147775,,,,,,,,false,,,Southern Moon Jelly,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
4913756,2016-12-28,https://www.inaturalist.org/observations/4913756,false,24.6814612609,-81.2295198441,15,,,,15,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
4930619,2017-01-10,https://www.inaturalist.org/observations/4930619,false,25.7893083333,-80.1268833333,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
4935302,2017-01-12,https://www.inaturalist.org/observations/4935302,false,24.693475,-81.33503,,,,,,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
4950308,2016-01-04,https://www.inaturalist.org/observations/4950308,false,25.1421336009,-80.399820394,172,,,,172,,,false,gps,gps,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
4985678,2017-01-21,https://www.inaturalist.org/observations/4985678,false,24.75738,-80.960945,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
5228701,2017-01-03,https://www.inaturalist.org/observations/5228701,false,24.7207547775,-81.0636949539,14,,,,14,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
5611445,2017-02-24,http://conabio.inaturalist.org/observations/5611445,false,19.8033926301,-87.4806375503,15,,,,15,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
5660679,2017-04-12,https://www.inaturalist.org/observations/5660679,false,25.7840034273,-80.185369989,10,,,,10,,,false,,,True Jellies,Scyphozoa,True Jellies,Animalia,48332
5679149,2017-04-13,https://www.inaturalist.org/observations/5679149,false,28.4217185,-80.6814121,1299,,,,1299,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
5690041,2017-01-01,https://www.inaturalist.org/observations/5690041,false,20.411256,-87.304794,400,,,,400,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
5823054,2016-12-15,https://www.inaturalist.org/observations/5823054,false,24.7305584756,-81.0496133566,28,,,,28,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
5909865,2017-04-22,https://www.inaturalist.org/observations/5909865,false,25.7435583333,-80.2121666667,,,,,,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
5914722,2017-04-22,https://www.inaturalist.org/observations/5914722,false,24.804618504,-79.8006133678,2931896,,,,2931896,,,false,,,Mushroom Jelly,Rhopilema verrilli,Mushroom Jelly,Animalia,349374
5955739,2017-03-22,http://inaturalist.ca/observations/5955739,false,24.7631948,-80.9528483,202,,,,202,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
6220312,2017-05-08,https://www.inaturalist.org/observations/6220312,false,25.0787097653,-80.414981581,132084,,,,132084,,,false,gps,gps,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
6241332,2017-05-16,https://www.inaturalist.org/observations/6241332,false,25.015513,-80.514318,7,,,,7,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
6495051,2017-05-12,https://www.inaturalist.org/observations/6495051,false,25.0866084639,-80.4529159796,5,,,,5,,,false,,,Upsidedown Jellyfishes,Cassiopea,Upsidedown Jellies,Animalia,128144
6514863,2017-05-14,https://www.inaturalist.org/observations/6514863,false,20.503755,-87.218705,,,,,,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
6890457,2017-03-26,https://www.inaturalist.org/observations/6890457,false,26.4302262923,-82.108909563,723,,,,723,,,false,,,Discomedusae,Discomedusae,Discomedusans,Animalia,551480
6945997,2017-07-06,https://www.inaturalist.org/observations/6945997,false,24.6920416667,-81.0952528333,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7014645,2017-02-11,https://www.inaturalist.org/observations/7014645,false,26.9372423624,-82.3752192568,1468,,,,1468,,,false,,,Mushroom Jelly,Discomedusae,Discomedusans,Animalia,551480
7014670,2016-12-12,https://www.inaturalist.org/observations/7014670,false,26.7160315797,-82.2636757452,1675,,,,1675,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7223250,2014-07-22,https://www.inaturalist.org/observations/7223250,false,24.628477,-82.8731874,1139,,,,1139,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7223529,2017-07-24,https://www.inaturalist.org/observations/7223529,false,27.4324383333,-82.6712116667,,,,,,,,false,,,Flag-mouth Jellies,Semaeostomeae,Flag-mouth Jellies,Animalia,48331
7242875,2016-04-23,https://www.inaturalist.org/observations/7242875,false,26.7747107,-77.3295708,3355,,,,3355,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
7259555,2017-07-27,https://www.inaturalist.org/observations/7259555,false,21.9277033333,-80.3079833333,,,,,,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7316715,2017-04-01,https://www.inaturalist.org/observations/7316715,false,24.6808330505,-81.2301834578,70,,,,70,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7316726,2017-04-01,https://www.inaturalist.org/observations/7316726,false,24.6808525481,-81.2301405424,57,,,,57,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7316738,2017-04-01,https://www.inaturalist.org/observations/7316738,false,24.6808915431,-81.2302692887,68,,,,68,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7316760,2017-04-01,https://www.inaturalist.org/observations/7316760,false,24.6807550612,-81.2301834569,83,,,,83,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
7316791,2017-04-01,https://www.inaturalist.org/observations/7316791,false,24.6810647506,-81.2300956739,107,,,,107,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
7367874,2017-06-11,https://www.inaturalist.org/observations/7367874,false,15.7933890878,-87.5202338773,62,,,,62,,,false,,,Semaeostomeae,Semaeostomeae,Flag-mouth Jellies,Animalia,48331
7442587,2011-06-28,https://www.inaturalist.org/observations/7442587,false,29.633124,-81.207483,2204,,,,2204,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
7450816,2017-08-10,https://www.inaturalist.org/observations/7450816,false,24.59013197,-81.6728779042,5217,,,,5217,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
7461588,2017-07-28,https://www.inaturalist.org/observations/7461588,false,24.6573453847,-81.2770377964,250,,,,250,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
7463039,2017-07-27,https://www.inaturalist.org/observations/7463039,false,24.7025859808,-81.3400935715,200,,,,200,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7534237,2017-08-17,https://www.inaturalist.org/observations/7534237,false,24.6676795343,-81.24751579,258,,,,258,,,false,gps,gps,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
7587934,2017-07-17,https://www.inaturalist.org/observations/7587934,false,19.364145,-81.2721166667,,,,,,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
7658808,2017-08-26,https://www.inaturalist.org/observations/7658808,false,25.1225107,-80.4195759,92,,,,92,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
7658883,2017-08-26,https://www.inaturalist.org/observations/7658883,false,25.1225107,-80.4195759,110,,,,110,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
7665340,2017-08-13,https://www.inaturalist.org/observations/7665340,false,21.8612846265,-72.1039789855,22,,,,22,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
7668331,2017-08-16,https://www.inaturalist.org/observations/7668331,false,17.9833333,-87.9,373,,,,373,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
7714652,2017-08-30,https://www.inaturalist.org/observations/7714652,false,25.22077578,-80.34463372,7,,,,7,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
7903763,2010-08-19,https://www.inaturalist.org/observations/7903763,false,20.85350005,-86.86576895,,,,,,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
7995079,2017-07-27,https://www.inaturalist.org/observations/7995079,false,21.9276752472,-80.307975769,,,,,,,,false,gps,gps,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
8251211,2017-10-03,https://www.inaturalist.org/observations/8251211,false,27.4482333333,-82.68908,,,,,,,,false,,,Chrysaora,Chrysaora,Sea Nettles,Animalia,48483
8375516,2017-10-12,https://www.inaturalist.org/observations/8375516,false,26.18914444,-80.09465831,4,,,,4,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8454735,2017-10-17,https://www.inaturalist.org/observations/8454735,false,21.2708193381,-86.745300293,977,,,,977,,,false,,,Drymonema larsoni,Drymonema larsoni,Pink Meanie,Animalia,569393
8592616,2017-10-19,https://www.inaturalist.org/observations/8592616,false,21.1309417721,-86.6309738159,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8593906,2017-10-19,https://www.inaturalist.org/observations/8593906,false,21.129660817,-86.6416168213,488,,,,488,,,false,,,Drymonema larsoni,Drymonema larsoni,Pink Meanie,Animalia,569393
8594076,2017-10-19,https://www.inaturalist.org/observations/8594076,false,21.1331834168,-86.6550064087,488,,,,488,,,false,,,Drymonema larsoni,Drymonema larsoni,Pink Meanie,Animalia,569393
8594213,2017-10-19,https://www.inaturalist.org/observations/8594213,false,21.1354250277,-86.6697692871,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8594407,2017-10-19,https://www.inaturalist.org/observations/8594407,false,21.1309417721,-86.6635894775,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8596499,2017-10-21,https://www.inaturalist.org/observations/8596499,false,21.1331834168,-86.6604995728,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8603842,2017-10-22,https://www.inaturalist.org/observations/8603842,false,21.2002569392,-86.7374038696,244,,,,244,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8604488,2017-10-24,https://www.inaturalist.org/observations/8604488,false,21.1367059329,-86.6519165039,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8709545,2017-11-03,https://www.inaturalist.org/observations/8709545,false,27.6554509359,-83.3836139238,137241,,,,137241,,,false,,,True Jellyfish,Scyphozoa,True Jellies,Animalia,48332
8709549,2017-11-06,https://www.inaturalist.org/observations/8709549,false,27.5646738859,-83.7552514991,26400,,,,26400,,,false,,,Flag-mouth Jellies,Semaeostomeae,Flag-mouth Jellies,Animalia,48331
8734692,2017-11-08,https://www.inaturalist.org/observations/8734692,false,26.4520248,-81.948145,7074,,,,7074,,,false,,,Chrysaora,Chrysaora quinquecirrha,Atlantic Sea Nettle,Animalia,48478
8747165,2017-11-05,https://www.inaturalist.org/observations/8747165,false,17.928028,-71.657681,470,,,,470,,,false,,,Aurelia,Aurelia,Moon Jellies,Animalia,48329
8878876,2017-11-16,https://www.inaturalist.org/observations/8878876,false,21.1341441113,-86.6361236572,488,,,,488,,,false,,,Drymonema larsoni,Drymonema larsoni,Pink Meanie,Animalia,569393
8879747,2017-11-16,https://www.inaturalist.org/observations/8879747,false,21.1319024811,-86.6436767578,488,,,,488,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
8892018,2010-12-29,https://www.inaturalist.org/observations/8892018,false,19.5476015156,-87.6435219642,5986,,,,5986,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
