id,observed_on,url,captive_cultivated,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
20510885,2019-02-20,https://www.inaturalist.org/observations/20510885,false,25.09463961,-80.44352462,5,,,,5,,,false,,,Medusa invertida de manglar,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
20523767,2019-02-19,https://www.inaturalist.org/observations/20523767,false,29.0702660892,-80.9281631656,89,,,,89,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20573143,2019-02-22,https://www.inaturalist.org/observations/20573143,false,26.43669713,-82.04308406,5,,,,5,,,false,,,Rhizostomatid Jellies,Rhizostomatidae,Rhizostomatid Jellies,Animalia,245625
20588670,2019-02-20,https://www.inaturalist.org/observations/20588670,false,28.7807247,-80.7491563,23618,,,,23618,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20697966,2019-02-23,https://www.inaturalist.org/observations/20697966,false,28.3314409526,-80.608762214,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20709021,2019-02-23,https://www.inaturalist.org/observations/20709021,false,26.13164492,-81.80657563,7,,,,7,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20725682,2019-02-21,https://www.inaturalist.org/observations/20725682,false,29.400805,-81.0901638333,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20725700,2019-02-21,https://www.inaturalist.org/observations/20725700,false,29.3969366667,-81.0882945,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20741035,2019-02-24,https://www.inaturalist.org/observations/20741035,false,21.4804272246,-71.5246345082,17508,,,,17508,,,false,,,Discomedusans,Discomedusae,Discomedusans,Animalia,551480
20741306,2019-01-16,https://www.inaturalist.org/observations/20741306,false,24.8787933679,-80.7055255727,8,,,,8,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
20743917,2019-02-24,https://www.inaturalist.org/observations/20743917,false,28.5408460891,-80.778560903,62595,,,,62595,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
20744906,2018-10-24,https://www.inaturalist.org/observations/20744906,false,17.9325550018,-87.9609133333,20,,,,20,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
20816114,2019-02-27,https://www.inaturalist.org/observations/20816114,false,28.3805790637,-80.5987366197,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20862211,2019-02-23,https://www.inaturalist.org/observations/20862211,false,27.8960019,-82.846561,2060,,,,2060,,,false,,,Mushroom Jelly,Rhopilema verrilli,Mushroom Jelly,Animalia,349374
20867109,2019-03-01,https://www.inaturalist.org/observations/20867109,false,27.773398836,-82.7794923021,357,,,,357,,,false,,,Atlantic Sea Nettle,Chrysaora quinquecirrha,Atlantic Sea Nettle,Animalia,48478
20875424,2019-03-02,https://www.inaturalist.org/observations/20875424,false,27.7286394965,-80.379556222,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20883388,2019-03-02,https://www.inaturalist.org/observations/20883388,false,27.45177,-80.3229916667,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20901230,2019-02-23,https://www.inaturalist.org/observations/20901230,false,26.7842726984,-80.0426745415,308,,,,308,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
20901999,2019-02-21,https://www.inaturalist.org/observations/20901999,false,25.1266581457,-80.4052639409,25,,,,25,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
20902005,2019-02-21,https://www.inaturalist.org/observations/20902005,false,25.126299363,-80.4052592571,15,,,,15,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
20902006,2019-02-21,https://www.inaturalist.org/observations/20902006,false,25.1266015246,-80.4054285219,15,,,,15,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
20906162,2019-02-04,https://www.inaturalist.org/observations/20906162,false,28.3242083735,-80.6060419282,4162,,,,4162,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20914724,2019-03-03,https://www.inaturalist.org/observations/20914724,false,27.4232783333,-82.673705,5,,,,5,,,false,,,Discomedusans,Discomedusae,Discomedusans,Animalia,551480
20933981,2019-03-02,https://www.inaturalist.org/observations/20933981,false,29.3776146847,-80.9665064594,70990,,,,70990,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
20951876,2019-02-09,https://www.inaturalist.org/observations/20951876,false,26.3147613029,-81.827902122,3557,,,,3557,,,false,,,Discomedusans,Discomedusae,Discomedusans,Animalia,551480
20960003,2019-03-04,https://www.inaturalist.org/observations/20960003,false,28.0540333333,-82.8046277778,6,,,,6,,,false,,,Discomedusans,Discomedusae,Discomedusans,Animalia,551480
21004802,2004-02-04,https://www.inaturalist.org/observations/21004802,false,24.6558775655,-81.2774008549,100,,,,100,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
21004952,2019-03-01,https://www.inaturalist.org/observations/21004952,false,27.210941673,-80.2588626046,25,,,,25,,,false,,,Bay Nettle,Chrysaora chesapeakei,Bay Nettle,Animalia,742930
21036954,2019-03-07,https://www.inaturalist.org/observations/21036954,false,29.6703616667,-81.2158283333,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21037399,2019-03-07,https://www.inaturalist.org/observations/21037399,false,29.1037753987,-80.9717145367,19,,,,19,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21048154,2019-03-08,https://www.inaturalist.org/observations/21048154,false,27.9658533,-82.8001026,17576,,,,17576,,,false,,,Discomedusans,Discomedusae,Discomedusans,Animalia,551480
21050295,2019-03-08,https://www.inaturalist.org/observations/21050295,false,27.7579416667,-80.4156333333,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21087583,2018-12-23,https://www.inaturalist.org/observations/21087583,false,24.9242943,-80.6278364,14119,,,,14119,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
21120225,2019-03-10,https://www.inaturalist.org/observations/21120225,false,29.6424312175,-84.9024872352,8,,,,8,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
21120877,2019-03-10,https://www.inaturalist.org/observations/21120877,false,27.44814079,-80.3216082971,16,,,,16,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21127622,2019-03-10,https://www.inaturalist.org/observations/21127622,false,28.4054273414,-80.5901345239,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21176959,2019-03-12,https://www.inaturalist.org/observations/21176959,false,25.1249736082,-80.405451106,5,,,,5,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
21192401,2019-03-09,https://www.inaturalist.org/observations/21192401,false,29.1170055,-80.9476783333,4,,,,4,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21242293,2019-03-14,https://www.inaturalist.org/observations/21242293,false,24.7770718386,-80.9085141988,4,,,,4,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
21247016,2019-03-14,https://www.inaturalist.org/observations/21247016,false,28.6607756329,-80.6354170218,29,,,,29,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21255896,2019-03-15,https://www.inaturalist.org/observations/21255896,false,28.3677663757,-80.6015664138,32,,,,32,,,false,,,Rhizostomatoidea,Rhizostomatoidea,,Animalia,995117
21257429,2019-03-15,https://www.inaturalist.org/observations/21257429,false,28.3938205383,-80.5946597382,24,,,,24,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21257638,2019-03-15,https://www.inaturalist.org/observations/21257638,false,28.3981739989,-80.5932465408,6,,,,6,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21269971,2019-03-10,https://www.inaturalist.org/observations/21269971,false,27.1763383333,-80.1737583333,16,,,,16,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21282499,2019-03-16,https://www.inaturalist.org/observations/21282499,false,29.2031078339,-80.9955596924,,,,,,,,false,gps,gps,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21292787,2019-03-16,https://www.inaturalist.org/observations/21292787,false,28.13799656,-80.5795164128,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21293363,2019-03-16,https://www.inaturalist.org/observations/21293363,false,28.1381654134,-80.5796764233,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21374248,2019-03-10,https://www.inaturalist.org/observations/21374248,false,28.246575,-80.6020583333,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21410866,2019-03-14,https://www.inaturalist.org/observations/21410866,false,28.6279416667,-80.7889416667,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21438370,2019-02-03,https://www.inaturalist.org/observations/21438370,false,25.1736106873,-80.3652801514,,,,,,,,false,gps,gps,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
21438883,2019-02-03,https://www.inaturalist.org/observations/21438883,false,25.1761417389,-80.3639831543,,,,,,,,false,gps,gps,Upsidedown Jellies,Cassiopeidae,Upsidedown Jellies,Animalia,128143
21453113,2019-03-21,https://www.inaturalist.org/observations/21453113,false,29.2296033333,-81.008025,10,,,,10,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21460415,2019-03-21,https://www.inaturalist.org/observations/21460415,false,29.0118770606,-80.8997999263,19642,,,,19642,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21470251,2019-03-21,https://www.inaturalist.org/observations/21470251,false,28.7807247,-80.7491563,23618,,,,23618,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21506473,2018-09-30,https://www.inaturalist.org/observations/21506473,false,26.782225535,-80.0412765459,15,,,,15,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
21539205,2019-03-17,https://www.inaturalist.org/observations/21539205,false,25.1759190984,-80.3641825542,33,,,,33,,,false,gps,gps,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
21553600,2019-03-15,https://www.inaturalist.org/observations/21553600,false,28.3033755547,-80.6125486124,12568,,,,12568,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21564586,2019-03-24,https://www.inaturalist.org/observations/21564586,false,26.6659354186,-77.1135513392,5,,,,5,,,false,,,,Cassiopeidae,Upsidedown Jellies,Animalia,128143
21580724,2018-06-27,https://www.inaturalist.org/observations/21580724,false,25.0947444444,-80.4434583333,,,,,,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
21608844,2019-03-25,https://www.inaturalist.org/observations/21608844,false,24.6566687931,-81.2488568661,5,,,,30047,obscured,,true,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
21695948,2019-03-28,https://www.inaturalist.org/observations/21695948,false,29.1810419699,-80.9840720502,78,,,,78,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21701442,2019-03-21,https://www.inaturalist.org/observations/21701442,false,29.1738641876,-80.9628901866,3312,,,,3312,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21701581,2019-03-28,https://www.inaturalist.org/observations/21701581,false,27.3165589012,-82.5642388501,10,,,,10,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
21707616,2019-03-28,https://www.inaturalist.org/observations/21707616,false,29.1819833333,-80.9851833333,65,,,,65,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21711057,2019-03-28,https://www.inaturalist.org/observations/21711057,false,29.178295,-80.9824833333,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21732528,2015-01-08,https://www.inaturalist.org/observations/21732528,false,16.089994783,-86.911470787,2,,,,2,,,false,,,Cassiopeidae,Cassiopeidae,Upsidedown Jellies,Animalia,128143
21732532,2015-01-08,https://www.inaturalist.org/observations/21732532,false,16.0899156362,-86.9115209141,4,,,,4,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
21732533,2015-01-08,https://www.inaturalist.org/observations/21732533,false,16.0900212989,-86.9115687381,4,,,,4,,,false,,,Upsidedown Jellies,Cassiopeidae,Upsidedown Jellies,Animalia,128143
21732535,2015-01-08,https://www.inaturalist.org/observations/21732535,false,16.0898427378,-86.9114567516,8,,,,8,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
21732536,2015-01-08,https://www.inaturalist.org/observations/21732536,false,16.089827275,-86.9115586756,8,,,,8,,,false,,,Cassiopea,Cassiopea,Upsidedown Jellies,Animalia,128144
21742390,2018-05-09,https://www.inaturalist.org/observations/21742390,false,19.8016643524,-87.4809799194,,,,,,,,false,gps,gps,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
21747380,2019-03-29,https://www.inaturalist.org/observations/21747380,false,29.3468894958,-81.0877227783,,,,,,,,false,gps,gps,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21754848,2019-03-29,https://www.inaturalist.org/observations/21754848,false,29.1816383333,-80.9843133333,6,,,,6,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21754967,2019-03-29,https://www.inaturalist.org/observations/21754967,false,28.326536091,-80.6068873099,12,,,,12,,,false,,,Mauve Stinger,Pelagia noctiluca,Mauve Stinger,Animalia,256089
21808033,2019-03-30,https://www.inaturalist.org/observations/21808033,false,27.9661156696,-82.5891350859,78777,,,,78777,,,false,,,Discomedusans,Discomedusae,Discomedusans,Animalia,551480
21828417,2019-03-31,https://www.inaturalist.org/observations/21828417,false,29.1742095947,-80.9848632813,,,,,,,,false,gps,gps,Cannonball Jellies,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21871050,2019-04-01,https://www.inaturalist.org/observations/21871050,false,25.1651725012,-79.2773419469,2931896,,,,2931896,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21919350,2019-04-02,https://www.inaturalist.org/observations/21919350,false,29.23236676,-81.01005073,9,,,,9,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21924972,2004-01-23,https://www.inaturalist.org/observations/21924972,false,25.00265992,-80.558513553,61,,,,61,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
21948802,2019-04-03,https://www.inaturalist.org/observations/21948802,false,29.2233149288,-81.0045916402,5,,,,5,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21971298,2019-04-03,https://www.inaturalist.org/observations/21971298,false,29.2419774992,-81.0142391369,4,,,,4,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
21983331,2019-04-03,https://www.inaturalist.org/observations/21983331,false,18.208741674,-87.8571483493,132,,,,132,,,false,gps,gps,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
22006690,2019-04-04,https://www.inaturalist.org/observations/22006690,false,19.3636693,-81.2608313,1192,,,,1192,,,false,,,Mangrove Upsidedown Jelly,Cassiopea,Upsidedown Jellies,Animalia,128144
22026381,2019-04-05,https://www.inaturalist.org/observations/22026381,false,28.9729906899,-80.8540541679,66,,,,66,,,false,gps,gps,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
22087731,2019-04-06,https://www.inaturalist.org/observations/22087731,false,27.3049991118,-82.5679884305,30,,,,30,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
22102563,2019-04-06,https://www.inaturalist.org/observations/22102563,false,29.10906302,-80.94246133,7,,,,7,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
22115482,2019-04-06,https://www.inaturalist.org/observations/22115482,false,24.921525,-80.6332033333,5,,,,5,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
22140820,2019-04-07,https://www.inaturalist.org/observations/22140820,false,28.4082901095,-80.5871248532,8,,,,8,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
22209805,2013-05-21,https://www.inaturalist.org/observations/22209805,false,18.5926193,-87.3165222,1703,,,,1703,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
22234037,2019-04-08,https://www.inaturalist.org/observations/22234037,false,27.3030467212,-82.5658449728,30,,,,30,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
22425584,2019-04-13,https://www.inaturalist.org/observations/22425584,false,27.43567,-82.6723633333,5,,,,5,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
22465748,2019-04-14,https://www.inaturalist.org/observations/22465748,false,24.9480713206,-80.5944111385,5,,,,5,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
22645518,2019-04-17,https://www.inaturalist.org/observations/22645518,false,25.7569296421,-80.1483817399,352,,,,352,,,false,gps,gps,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
22853945,2019-03-26,https://www.inaturalist.org/observations/22853945,false,29.285813,-81.055889,14284,,,,14284,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
23013917,2017-05-02,https://www.inaturalist.org/observations/23013917,false,25.7570860598,-80.1485202089,352,,,,352,,,false,gps,gps,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
23019578,2017-05-02,https://www.inaturalist.org/observations/23019578,false,25.7574849544,-80.148364976,352,,,,352,,,false,gps,gps,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
23087623,2014-01-18,https://www.inaturalist.org/observations/23087623,false,29.52437833,-81.1482555,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
23117299,2019-04-22,https://www.inaturalist.org/observations/23117299,false,24.6481633333,-81.5693966667,5,,,,5,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
23170294,2019-04-26,https://www.inaturalist.org/observations/23170294,false,25.1331679663,-80.3992590588,10,,,,10,,,false,,,Upsidedown Jellies,Cassiopeidae,Upsidedown Jellies,Animalia,128143
23317987,2019-03-20,https://www.inaturalist.org/observations/23317987,false,29.2325572968,-81.010307312,,,,,,,,false,gps,gps,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
23889692,2019-04-03,https://www.inaturalist.org/observations/23889692,false,28.7332966667,-80.7565083333,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
24015519,2019-03-29,https://www.inaturalist.org/observations/24015519,false,27.880495,-80.4577783333,14,,,,14,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
24094962,2019-04-29,https://www.inaturalist.org/observations/24094962,false,25.1260235394,-80.4052385327,22,,,,22,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
24193114,2018-08-16,https://www.inaturalist.org/observations/24193114,false,26.4877485356,-86.8856387155,209071,,,,209071,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
24372855,2019-05-02,https://www.inaturalist.org/observations/24372855,false,24.748925,-80.9785,5,,,,5,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
24413883,2014-05-19,https://www.inaturalist.org/observations/24413883,false,29.1705562277,-80.9719583869,,,,,29533,obscured,,true,,,Atlantic Sea Nettle,Chrysaora quinquecirrha,Atlantic Sea Nettle,Animalia,48478
24414278,2014-05-20,https://www.inaturalist.org/observations/24414278,false,29.130990483,-80.8431383401,,,,,29533,obscured,,true,,,Atlantic Sea Nettle,Chrysaora quinquecirrha,Atlantic Sea Nettle,Animalia,48478
24788093,2015-03-19,https://www.inaturalist.org/observations/24788093,false,29.2306932883,-81.0314127394,,,,,29508,obscured,,true,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
24902090,2019-05-10,https://www.inaturalist.org/observations/24902090,false,24.8324291091,-76.3294726315,4,,,,4,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
25053694,2019-05-10,https://www.inaturalist.org/observations/25053694,false,24.8329526035,-76.3289888069,31,,,,31,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
25157346,2019-05-14,https://www.inaturalist.org/observations/25157346,false,24.5614991464,-81.7207296647,950,,,,950,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
25190989,2019-05-15,https://www.inaturalist.org/observations/25190989,false,25.1844366667,-80.3915466667,6,,,,6,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
25199495,2019-04-21,https://www.inaturalist.org/observations/25199495,false,26.5714133333,-77.11773,,,,,,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
25200478,2019-04-21,https://www.inaturalist.org/observations/25200478,false,26.5707466667,-77.1198183333,,,,,,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
25224963,2019-03-25,https://www.inaturalist.org/observations/25224963,false,16.5463053,-88.3590298,203,,,,203,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
25244549,2019-05-10,https://www.inaturalist.org/observations/25244549,false,24.8347313908,-76.3359440951,1384,,,,1384,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
25299358,2016-09-03,https://www.inaturalist.org/observations/25299358,false,25.1377380235,-80.4118404305,10,,,,10,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
25474553,2019-05-12,https://www.inaturalist.org/observations/25474553,false,24.6210405556,-81.5264380833,,,,,,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
25475545,2019-05-12,https://www.inaturalist.org/observations/25475545,false,24.6211184374,-81.5265856314,24,,,,24,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
25505447,2016-02-15,https://www.inaturalist.org/observations/25505447,false,29.6538125162,-84.9799073886,4781,,,,29458,obscured,,true,,,Mushroom Jelly,Rhopilema verrilli,Mushroom Jelly,Animalia,349374
25585659,2019-05-22,https://www.inaturalist.org/observations/25585659,false,25.2207889557,-80.3445129395,,,,,,,,false,gps,gps,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
25759767,2019-05-01,https://www.inaturalist.org/observations/25759767,false,21.2031319024,-86.7329200796,488,,,,488,,,false,,,Medusa corona,Linuche unguiculata,Thimble Jelly,Animalia,255961
25857244,2017-10-04,https://www.inaturalist.org/observations/25857244,false,26.968395,-82.3889533333,,,,,,,,false,,,Aurelia marginalis,Aurelia marginalis,Southern Moon Jelly,Animalia,986245
25858834,2017-10-04,https://www.inaturalist.org/observations/25858834,false,26.9630633333,-82.385545,6,,,,6,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
26439832,2019-06-05,https://www.inaturalist.org/observations/26439832,false,27.3209110738,-82.5845089584,4,,,,4,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
26484782,2019-05-25,https://www.inaturalist.org/observations/26484782,false,17.7539496857,-88.0267582658,37,,,,37,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
27318502,2017-01-09,https://www.inaturalist.org/observations/27318502,false,16.8291060332,-88.1046303796,549,,,,549,,,false,,,Caribbean Upsidedown Jelly,Cassiopea frondosa,Caribbean Upsidedown Jelly,Animalia,128142
27461874,2019-01-18,https://www.inaturalist.org/observations/27461874,false,28.9478117548,-80.8403018117,698,,,,698,,,false,gps,gps,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
27605984,2018-07-07,https://www.inaturalist.org/observations/27605984,false,21.5151968008,-83.119527027,1407,,,,1407,,,false,gps,gps,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
27709193,2019-06-18,https://www.inaturalist.org/observations/27709193,false,24.8245370576,-80.8021578627,61,,,,61,,,false,,,Moon Jellies,Aurelia,Moon Jellies,Animalia,48329
27710120,2019-06-22,https://www.inaturalist.org/observations/27710120,false,24.8245370576,-80.8021578627,61,,,,61,,,false,,,Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
27786253,2014-02-06,https://www.inaturalist.org/observations/27786253,false,25.1744092638,-80.366029331,350,,,,350,,,false,,,Mangrove Upsidedown Jelly,Cassiopea andromeda,Mangrove Upsidedown Jelly,Animalia,326834
27815583,2019-06-28,https://www.inaturalist.org/observations/27815583,false,25.7313871198,-80.1649408602,5,,,,5,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
27911155,2019-06-29,https://www.inaturalist.org/observations/27911155,false,27.415905,-82.6551966667,10,,,,10,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
28010808,2019-06-18,https://www.inaturalist.org/observations/28010808,false,18.4680696345,-77.4084048757,4065,,,,4065,,,false,,,,Cassiopea,Upsidedown Jellies,Animalia,128144
28057898,2019-06-21,https://www.inaturalist.org/observations/28057898,false,25.7269375939,-80.1476980468,76,,,,76,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
28154276,2019-07-02,https://www.inaturalist.org/observations/28154276,false,27.3343783333,-82.5740966667,5,,,,5,,,false,,,Upsidedown Jellies,Cassiopea,Upsidedown Jellies,Animalia,128144
28343978,2019-06-29,https://www.inaturalist.org/observations/28343978,false,24.96075,-80.58635,20,,,,20,,,false,,,Medusas invertidas,Cassiopea,Upsidedown Jellies,Animalia,128144
28609134,2015-01-24,https://www.inaturalist.org/observations/28609134,false,28.1276222222,-80.5763638889,,,,,,,,false,,,Cannonball Jelly,Stomolophus meleagris,Cannonball Jelly,Animalia,126393
